state_code,constituency_name,mla_name,party,term_start,term_end,constituency_number,gender,seat_type,remarks,contact_details,is_vacant
CT,"RAIPUR RURAL","Motilal Sahu",BJP,2023-01-01,2028-12-31,,,,,,No
CT,RAJIM,"Rohit Sahu",BJP,2023-01-01,2028-12-31,,,,,,No
CT,RAJNANDGAON,"Dr. Raman Singh",BJP,2023-01-01,2028-12-31,,,,,,No
CT,RAMANUJGANJ,"Ram Vichar Netam",BJP,2023-01-01,2028-12-31,,,,,,No
CT,RAMPUR,"Phoolsingh Rathiya",INC,2023-01-01,2028-12-31,,,,,,No
CT,SAJA,"Ishwar Sahu",BJP,2023-01-01,2028-12-31,,,,,,No
CT,SAKTI,"Charan Das Mahant",INC,2023-01-01,2028-12-31,,,,,,No
CT,SAMRI,"Udhheshwari Paikra",BJP,2023-01-01,2028-12-31,,,,,,No
CT,"SANJARI BALOD","Sangeeta Sinha",INC,2023-01-01,2028-12-31,,,,,,No
CT,SARAIPALI,"Chaturi Nand",INC,2023-01-01,2028-12-31,,,,,,No
CT,SARANGARH,"Uttari Jangde",INC,2023-01-01,2028-12-31,,,,,,No
CT,SIHAWA,"Ambika Markam",INC,2023-01-01,2028-12-31,,,,,,No
CT,SITAPUR,"Poorv Sainik Ramkumar Toppo",BJP,2023-01-01,2028-12-31,,,,,,No
CT,TAKHATPUR,"Dharmjeet Singh",BJP,2023-01-01,2028-12-31,,,,,,No
CT,"VAISHALI NAGAR","Rikesh Sen",BJP,2023-01-01,2028-12-31,,,,,,No
DL,"ADARSH NAGAR","Pawan Sharma",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"AMBEDKAR NAGAR","Ajay Dutt",AAP,2020-01-01,2025-12-31,,,,,,No
DL,BABARPUR,"Gopal Rai",AAP,2020-01-01,2025-12-31,,,,,,No
DL,BADARPUR,"Ramvir Singh Bidhuri",BJP,2020-01-01,2025-12-31,,,,,,No
DL,BADLI,"Ajesh Yadav",AAP,2020-01-01,2025-12-31,,,,,,No
DL,BALLIMARAN,"Imran Hussain",AAP,2020-01-01,2025-12-31,,,,,,No
DL,BAWANA,"Jai Bhagwan",AAP,2020-01-01,2025-12-31,,,,,,No
DL,BIJWASAN,"Bhupinder Singh Joon",AAP,2020-01-01,2025-12-31,,,,,,No
DL,BURARI,"Sanjeev Jha",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"CHANDNI CHOWK","Parlad Singh Sawhney",AAP,2020-01-01,2025-12-31,,,,,,No
DL,CHHATARPUR,"Kartar Singh Tanwar",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"DELHI CANTT","Virender Singh Kadian",AAP,2020-01-01,2025-12-31,,,,,,No
DL,DEOLI,Prakash,AAP,2020-01-01,2025-12-31,,,,,,No
DL,DWARKA,"Vinay Mishra",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"GANDHI NAGAR","Anil Kumar Bajpai",BJP,2020-01-01,2025-12-31,,,,,,No
DL,GHONDA,"Ajay Mahawar",BJP,2020-01-01,2025-12-31,,,,,,No
DL,GOKALPUR,"Surendra Kumar",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"GREATER KAILASH","Saurabh Bharadwaj",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"HARI NAGAR","Raj Kumari Dhillon",AAP,2020-01-01,2025-12-31,,,,,,No
DL,JANAKPURI,"Rajesh Rishi",AAP,2020-01-01,2025-12-31,,,,,,No
DL,JANGPURA,"Praveen Kumar",AAP,2020-01-01,2025-12-31,,,,,,No
DL,KALKAJI,"Atishi Marlena",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"KARAWAL NAGAR","Mohan Singh Bisht",BJP,2020-01-01,2025-12-31,,,,,,No
DL,"KAROL BAGH","Vishesh Ravi",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"KASTURBA NAGAR","Madan Lal",AAP,2020-01-01,2025-12-31,,,,,,No
DL,KIRARI,"Rituraj Govind",AAP,2020-01-01,2025-12-31,,,,,,No
DL,KONDLI,"Kuldeep Kumar",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"KRISHNA NAGAR","S. K. Bagga (Advocate)",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"LAXMI NAGAR","Abhay Verma",BJP,2020-01-01,2025-12-31,,,,,,No
DL,MADIPUR,"Girish Soni",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"MALVIYA NAGAR","Somnath Bharti",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"MANGOL PURI","Rakhi Birla",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"MATIA MAHAL","Shoaib Iqbal",AAP,2020-01-01,2025-12-31,,,,,,No
DL,MATIALA,"Gulab Singh",AAP,2020-01-01,2025-12-31,,,,,,No
DL,MEHRAULI,"Naresh Yadav",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"MODEL TOWN","Akhilesh Pati Tripathi",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"MOTI NAGAR","Shiv Charan Goel",AAP,2020-01-01,2025-12-31,,,,,,No
DL,MUNDKA,"Dharampal Lakra",AAP,2020-01-01,2025-12-31,,,,,,No
DL,MUSTAFABAD,"Haji Yunus",AAP,2020-01-01,2025-12-31,,,,,,No
DL,NAJAFGARH,"Kailash Gahlot",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"NANGLOI JAT","Raghuvinder Shokeen",AAP,2020-01-01,2025-12-31,,,,,,No
DL,NARELA,"Sharad Kumar",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"NEW DELHI","Arvind Kejriwal",AAP,2020-01-01,2025-12-31,,,,,,No
DL,OKHLA,"Amanatullah Khan",AAP,2020-01-01,2025-12-31,,,,,,No
DL,PALAM,"Bhavna Gaur",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"PATEL NAGAR","Raaj Kumar Anand",AAP,2020-01-01,2025-12-31,,,,,,No
DL,PATPARGANJ,"Manish Sisodia",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"R K PURAM","Pramila Tokas",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"RAJINDER NAGAR","Raghav Chadha",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"RAJOURI GARDEN","A Dhanwati Chandela A",AAP,2020-01-01,2025-12-31,,,,,,No
DL,RITHALA,"Mohinder Goyal",AAP,2020-01-01,2025-12-31,,,,,,No
DL,ROHINI,"Vijender Kumar",BJP,2020-01-01,2025-12-31,,,,,,No
DL,"ROHTAS NAGAR","Jitender Mahajan",BJP,2020-01-01,2025-12-31,,,,,,No
DL,"SADAR BAZAR","Som Dutt",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"SANGAM VIHAR","Dinesh Mohaniya",AAP,2020-01-01,2025-12-31,,,,,,No
DL,SEELAMPUR,"Abdul Rehman",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"SEEMA PURI","Rajendra Pal Gautam",AAP,2020-01-01,2025-12-31,,,,,,No
DL,SHAHDARA,"Ram Niwas Goel",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"SHAKUR BASTI","Satyendar Jain",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"SHALIMAR BAGH","Bandana Kumari",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"SULTANPUR MAJRA","Mukesh Kumar Ahlawat",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"TILAK NAGAR","Jarnail Singh",AAP,2020-01-01,2025-12-31,,,,,,No
DL,TIMARPUR,"Dilip Pandey",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"TRI NAGAR","Preeti Tomar",AAP,2020-01-01,2025-12-31,,,,,,No
DL,TRILOKPURI,"Rohit Kumar",AAP,2020-01-01,2025-12-31,,,,,,No
DL,TUGHLAKABAD,Sahiram,AAP,2020-01-01,2025-12-31,,,,,,No
DL,"UTTAM NAGAR","Naresh Balyan",AAP,2020-01-01,2025-12-31,,,,,,No
DL,VIKASPURI,"Mahinder Yadav",AAP,2020-01-01,2025-12-31,,,,,,No
DL,"VISHWAS NAGAR","Om Prakash Sharma",BJP,2020-01-01,2025-12-31,,,,,,No
DL,WAZIRPUR,"Rajesh Gupta",AAP,2020-01-01,2025-12-31,,,,,,No
GA,ALDONA,"Carlos Alvares Ferreira",INC,2022-01-01,2027-12-31,,,,,,No
GA,BENAULIM,"Venzy Viegas",AAP,2022-01-01,2027-12-31,,,,,,No
GA,BICHOLIM,"Dr. Chandrakant Shetye",IND,2022-01-01,2027-12-31,,,,,,No
GA,CALANGUTE,"Michael Vincent Lobo",INC,2022-01-01,2027-12-31,,,,,,No
GA,CANACONA,"Ramesh Tawadkar",BJP,2022-01-01,2027-12-31,,,,,,No
GA,CORTALIM,"Antonio Vas",IND,2022-01-01,2027-12-31,,,,,,No
GA,CUMBARJUA,"Rajesh Faldessai",INC,2022-01-01,2027-12-31,,,,,,No
GA,CUNCOLIM,"Alemao Yuri",INC,2022-01-01,2027-12-31,,,,,,No
GA,CURCHOREM,"Nilesh Cabral",BJP,2022-01-01,2027-12-31,,,,,,No
GA,CURTORIM,"Aleixo Reginaldo Lourenco",IND,2022-01-01,2027-12-31,,,,,,No
GA,DABOLIM,"Mauvin Heliodoro Godinho",BJP,2022-01-01,2027-12-31,,,,,,No
GA,FATORDA,"Vijai Sardesai","Goa Forward Party",2022-01-01,2027-12-31,,,,,,No
GA,MAEM,"Premendra Vishnu Shet",BJP,2022-01-01,2027-12-31,,,,,,No
GA,MANDREM,"Jit Vinayak Arolkar","Maharashtrawadi Gomantak",2022-01-01,2027-12-31,,,,,,No
GA,MAPUSA,"Joshua Peter De Souza",BJP,2022-01-01,2027-12-31,,,,,,No
GA,MARCAIM,"Ramkrishna Dhavalikar","Maharashtrawadi Gomantak",2022-01-01,2027-12-31,,,,,,No
GA,MARGAO,"Digambar Kamat",INC,2022-01-01,2027-12-31,,,,,,No
GA,MORMUGAO,"Sankalp Amonkar",INC,2022-01-01,2027-12-31,,,,,,No
GA,NAVELIM,"Ulhas Tuenkar",BJP,2022-01-01,2027-12-31,,,,,,No
GA,NUVEM,"Aleixo Sequeira",INC,2022-01-01,2027-12-31,,,,,,No
GA,PANAJI,"Atanasio Monserrate",BJP,2022-01-01,2027-12-31,,,,,,No
GA,PERNEM,"Pravin Prabhakar Arlekar",BJP,2022-01-01,2027-12-31,,,,,,No
GA,PONDA,"Ravi Naik",BJP,2022-01-01,2027-12-31,,,,,,No
GA,PORIEM,"Deviya Vishwajit Rane",BJP,2022-01-01,2027-12-31,,,,,,No
GA,PORVORIM,"Rohan Khaunte",BJP,2022-01-01,2027-12-31,,,,,,No
GA,PRIOL,"Govind Shepu Gaude",BJP,2022-01-01,2027-12-31,,,,,,No
GA,QUEPEM,"Altone D Costa",INC,2022-01-01,2027-12-31,,,,,,No
GA,SALIGAO,"Kedar Jayprakash Naik",INC,2022-01-01,2027-12-31,,,,,,No
GA,SANGUEM,"Subhash Uttam Phal Dessai",BJP,2022-01-01,2027-12-31,,,,,,No
GA,SANQUELIM,"Dr. Pramod Sawant",BJP,2022-01-01,2027-12-31,,,,,,No
GA,SANVORDEM,"Ganesh Gaonkar",BJP,2022-01-01,2027-12-31,,,,,,No
GA,SIOLIM,"Delilah Michael Lobo",INC,2022-01-01,2027-12-31,,,,,,No
GA,SIRODA,"Subhash Shirodkar",BJP,2022-01-01,2027-12-31,,,,,,No
GA,"ST. ANDRE","Viresh Mukesh Borkar","Revolutionary Goans Party",2022-01-01,2027-12-31,,,,,,No
GA,"ST. CRUZ","Rodolfo Louis Fernandes",INC,2022-01-01,2027-12-31,,,,,,No
GA,TALEIGAO,"Jennifer Monserrate",BJP,2022-01-01,2027-12-31,,,,,,No
GA,TIVIM,"Nilkanth Ramnath Halarnkar",BJP,2022-01-01,2027-12-31,,,,,,No
GA,VALPOI,"Vishwajit Pratapsingh Rane",BJP,2022-01-01,2027-12-31,,,,,,No
GA,VASCO-DA-GAMA,"Krishna V. Salkar",BJP,2022-01-01,2027-12-31,,,,,,No
GA,VELIM,"Cruz Silva",AAP,2022-01-01,2027-12-31,,,,,,No
GJ,ABDASA,"Jadeja Pradhyumansinh Mahipatsinh",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,AKOTA,"Chaitanya Makarandbhai Desai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,AMRAIWADI,"Dr. Hasmukh Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,AMRELI,"Kaushik Kantibhai Vekariya",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,ANAND,"Yogesh R. Patel (Bapji)",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,ANJAR,"Chhanga Trikam Bijal",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,ANKLAV,"Amit Chavda",INC,2022-01-01,2027-12-31,,,,,,No
GJ,ANKLESHWAR,"Ishwarsinh Thakorbhai Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,ASARWA,"Darshna M. Vaghela",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,BALASINOR,"Mansinh Kohyabhai Chauhan",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,BANSDA,"Anantkumar Hasmukhbhai Patel",INC,2022-01-01,2027-12-31,,,,,,No
GJ,BAPUNAGAR,"Dineshsinh Rajendrasinh Kushwaha",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,BARDOLI,"Ishvarbhai Alias Anilbhai Ramanbhai Parmar",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,BAYAD,"Dhavalsinh Narendrasinh Zala",IND,2022-01-01,2027-12-31,,,,,,No
GJ,BECHARAJI,"Dr. Thakor Sukhaji Somaji",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,BHARUCH,"Rameshbhai Narandas Mistry",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"BHAVNAGAR EAST","Sejalben Rajivkumar Pandya",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"BHAVNAGAR RURAL","Parshottambhai O. Solanki",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"BHAVNAGAR WEST","Jitendrabhai Savajibhai Vaghani",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,BHILODA,P.C.Baranda,BJP,2022-01-01,2027-12-31,,,,,,No
GJ,BHUJ,"Keshubhai Shivdas Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,BORSAD,"Solanki Ramanbhai Bhikhabhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,BOTAD,"Makwana Umeshbhai Naranbhai",AAP,2022-01-01,2027-12-31,,,,,,No
GJ,CHANASMA,"Thakor Dineshbhai Ataji",INC,2022-01-01,2027-12-31,,,,,,No
GJ,"CHHOTA UDAIPUR","Rajendrasinh Mohansinh Rathva",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,CHORYASI,"Sandip Desai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,CHOTILA,"Chauhan Shamajibhai Bhimajibhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DABHOI,"Shaileshbhai Kanaiyalal Mehta (Shailesh Sotta)",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DAHEGAM,"Chauhan Balrajsinh Kalyansinh",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DAHOD,"Kanaiyalal Bachubhai Kishori",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DANGS,"Vijaybhai Rameshbhai Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DANILIMDA,"Shailesh Manubhai Parmar",INC,2022-01-01,2027-12-31,,,,,,No
GJ,DANTA,"Kantibhai Kalabhai Kharadi",INC,2022-01-01,2027-12-31,,,,,,No
GJ,DARIAPUR,"Kaushikbhai Sukhlal Jain",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DASADA,P.K.Parmar,BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DASKROI,"Babubhai Jamnadas Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DEDIAPADA,"Chaitarbhai Damjibhai Vasava",AAP,2022-01-01,2027-12-31,,,,,,No
GJ,DEESA,"Pravinkumar Gordhanji Mali",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DEODAR,"Keshaji Shivaji Chauhan",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DEVGADHBARIA,"Khabad Bachubhai Maganbhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DHANDHUKA,"Kalubhai Rupabhai Dabhi",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DHANERA,"Mavjibhai Maganbhai Desai",IND,2022-01-01,2027-12-31,,,,,,No
GJ,DHARAMPUR,"Arvind Chhotubhai Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DHARI,"Kakadiya Jaysukhbhai Vallabhbhai (Kakadiya J.V.)",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DHOLKA,"Kiritsinh Sardarsang Dabhi",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DHORAJI,"Dr. Mahendrabhai Padalia",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DHRANGADHRA,"Prakashbhai Parsotambhai Varmora",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,DWARKA,"Pabubha Virambha Manek",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,ELLISBRIDGE,"Amit Shah",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,FATEPURA,"Katara Rameshbhai Bhurabhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,GADHADA,"Mahant Shambhunath Tundiya",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,GANDEVI,"Nareshbhai Maganbhai Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,GANDHIDHAM,"Malti Kishor Maheshwari",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"GANDHINAGAR NORTH","Ritaben Ketankumar Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"GANDHINAGAR SOUTH","Alpesh Khodaji Thakor",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,GARBADA,"Mahendrabhai Bhabhor",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,GARIADHAR,"Sudhirbhai Vaghani",AAP,2022-01-01,2027-12-31,,,,,,No
GJ,GHATLODIA,"Bhupendrabhai Rajnikant Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,GODHRA,C.K.Raulji,BJP,2022-01-01,2027-12-31,,,,,,No
GJ,GONDAL,"Geetaba Jayrajsinh Jadeja",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,HALOL,"Jaydrathsinhji Parmar",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,HIMATNAGAR,"Vinendrasinh Dilipsinh Zala",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,IDAR,"Ramanlal Ishwarlal Vora",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,JALALPORE,R.C.Patel,BJP,2022-01-01,2027-12-31,,,,,,No
GJ,JAMALPUR-KHADIA,"Imran Khedawala",INC,2022-01-01,2027-12-31,,,,,,No
GJ,JAMBUSAR,"Devkishordasji Bhaktisvarupdasji Swami",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,JAMJODHPUR,"Ahir Hemantbhai Hardasbhai",AAP,2022-01-01,2027-12-31,,,,,,No
GJ,"JAMNAGAR NORTH","Rivasinh Hardevsinh Solanki (Rivaba Ravindrasinh Jadeja)",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"JAMNAGAR RURAL","Patel Raghavjibhai Hansrajbhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"JAMNAGAR SOUTH","Akbari Divyeshbhai Ranchhodbhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,JASDAN,"Kunvarjibhai Mohanbhai Bavaliya",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,JETPUR,"Jayeshbhai Vitthalbhai Radadiya",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"JETPUR 2","Rathwa Jayantibhai Savjibhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,JHAGADIA,"Riteshkumar Ramanbhai Vasava",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,JHALOD,"Maheshbhai Somjibhai Bhuriya",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,JUNAGADH,"Sanjay Sukhabhai Koradia",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KADI,"Karsanbhai Punjabhai Solanki",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KALAVAD,"Chavda Meghjibhai Amarabhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KALOL-GANDHINAGAR,"Thakor Laxmanji Punjaji (Bakaji)",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KALOL-PANCHMAHALS,"Fatesinh Vakhatsinh Chauhan",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KAMREJ,"Praful Pansheriya",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KANKREJ,"Amrutji Motiji Thakor",INC,2022-01-01,2027-12-31,,,,,,No
GJ,KAPADVANJ,"Zala Rajeshkumar Maganbhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KAPRADA,"Jitubhai Harjibhai Chaudhari",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KARANJ,"Pravinbhai Manjibhai Ghoghari",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KARJAN,"Akshaykumar Ishvarbhai Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KATARGAM,"Vinodbhai Amarshibhai Moradiya",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KESHOD,"Devabhai Punjabhai Malam",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KHAMBHALIA,"Ayar Mulubhai Hardasbhai Bera",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KHAMBHAT,"Chiragkumar Arvindbhai Patel",INC,2022-01-01,2027-12-31,,,,,,No
GJ,KHEDBRAHMA,"Dr.Tushar Amarsinh Chaudhary",INC,2022-01-01,2027-12-31,,,,,,No
GJ,KHERALU,Sardarbhai,BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KODINAR,"Pradyuman Ganubhai Vaja",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,KUTIYANA,"Kandhalbhai Sarmanbhai Jadeja",SP,2022-01-01,2027-12-31,,,,,,No
GJ,LATHI,"Janakbhai Talaviya",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,LIMBAYAT,"Sangitaben Rajendra Patil",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,LIMBDI,"Kiritsinh Jitubha Rana",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,LIMKHEDA,"Bhabhor Shaileshbhai Sumanbhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,LUNAWADA,"Gulabsinh Somsinh Chauhan",INC,2022-01-01,2027-12-31,,,,,,No
GJ,MAHESANA,"Patel Mukeshkumar D.",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,MAHUDHA,"Sanjaysinh Vijaysinh Mahida",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,MAHUVA,"Gohil Shivabhai Jerambhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"MAHUVA 2","Mohanbhai Dhanjibhai Dhodiya",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,MAJURA,"Harsh Ramesh Sanghvi",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,MANAVADAR,"Arvindbhai Jinabhai Ladani",INC,2022-01-01,2027-12-31,,,,,,No
GJ,MANDVI,"Aniruddha Bhailal Dave",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"MANDVI 2","Kunvarjibhai Narsinhbhai Halpati",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,MANGROL,"Kargatiya Bhagvanjibhai Lakhabhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"MANGROL 2","Ganpatsinh Vestabhai Vasava",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,MANINAGAR,"Amul Bhatt",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,MANJALPUR,"Yogeshbhai Narandas Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,MANSA,"Jayantibhai Somabhai Patel (J.S. Patel)",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,MATAR,"Kalpeshbhai Ashabhai Parmar",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,MEHMEDABAD,"Arjunsinh Udesinh Chauhan",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,MODASA,"Bhikhusinhji Chatursinhji Parmar",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,MORBI,"Amrutiya Kantilal Shivlal",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"MORVA HADAF","Suthar Nimishaben Manharsinh",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,NADIAD,"Desai Pankajbhai Vinubhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,NANDOD,"Dr. Darshna Chandubhai Deshmukh(Vasava)",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,NARANPURA,"Jitendrakumar Ramanlal Patel (Jitu Bhagat)",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,NARODA,"Kukrani Payal Manojkumar",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,NAVSARI,"Desai Rakesh Gunvantbhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,NIKOL,"Jagdish Vishwakarma",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,NIZAR,"Dr.Jayrambhai Chemabhai Gamit",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,OLPAD,"Mukeshbhai Zinabhai Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,PADRA,"Chaitanyasinh Pratapsinh Zala",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,PALANPUR,"Aniket Girishbhai Thaker",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,PALITANA,"Bhikhabhai Ravajibhai Baraiya",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,PARDI,"Kanubhai Mohanlal Desai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,PATAN,"Kiritkumar Chimanlal Patel",INC,2022-01-01,2027-12-31,,,,,,No
GJ,PETLAD,"Kamleshbhai Rameshbhai Patel",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,PORBANDAR,"Arjunbhai Devabhai Modhwadia",INC,2022-01-01,2027-12-31,,,,,,No
GJ,PRANTIJ,"Gajendrasinh Udesinh Parmar",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,RADHANPUR,"Lavingji Muljiji Solanki",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"RAJKOT EAST","Uday Kangad",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"RAJKOT RURAL","Bhanuben Manoharbhai Babariya",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"RAJKOT SOUTH","Rameshbhai Virjibhai Tilala",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,"RAJKOT WEST","Dr. Darshita Shah",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,RAJULA,"Hirabhai Odhavjibhai Solanki",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,RAOPURA,"Balkrushna Khanderao Shukla (Balu Shukla)",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,RAPAR,"Virendrasinh Bahadursinh Jadeja",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,SABARMATI,"Patel Harshadbhai Ranchhodbhai",BJP,2022-01-01,2027-12-31,,,,,,No
GJ,SANAND,"Kanubhai Karamshibhai Patel",BJP,2022-01-01,2027-12-31,,,,,,No
